number,assigned_group,,,,,,,,,,,,,,
INC0502221,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0517083,Collaboration Tools Support,,,,,,,,,,,,,,
INC0525609,Collaboration Tools Support,,,,,,,,,,,,,,
INC0528266,Collaboration Tools Support,,,,,,,,,,,,,,
INC0531210,3rd Party Application Support,,,,,,,,,,,,,,
INC0532781,Collaboration Tools Support,,,,,,,,,,,,,,
INC0533333,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0533788,Lotus Notes Support,,,,,,,,,,,,,,
INC0533856,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0534061,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534092,Integration Support,,,,,,,,,,,,,,
INC0534301,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0534489,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0534814,Collaboration Tools Support,,,,,,,,,,,,,,
INC0521880,Collaboration Tools Support,,,,,,,,,,,,,,
INC0525724,Collaboration Tools Support,,,,,,,,,,,,,,
INC0527145,Collaboration Tools Support,,,,,,,,,,,,,,
INC0529422,Collaboration Tools Support,,,,,,,,,,,,,,
INC0529583,Collaboration Tools Support,,,,,,,,,,,,,,
INC0530025,Collaboration Tools Support,,,,,,,,,,,,,,
INC0531089,Collaboration Tools Support,,,,,,,,,,,,,,
INC0531665,Collaboration Tools Support,,,,,,,,,,,,,,
INC0532127,Collaboration Tools Support,,,,,,,,,,,,,,
INC0532739,Collaboration Tools Support,,,,,,,,,,,,,,
INC0533670,Collaboration Tools Support,,,,,,,,,,,,,,
INC0533809,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534413,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534731,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535420,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535441,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535678,Collaboration Tools Support,,,,,,,,,,,,,,
INC0517104,Collaboration Tools Support,,,,,,,,,,,,,,
INC0528031,Collaboration Tools Support,,,,,,,,,,,,,,
INC0528505,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534205,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0534215,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534891,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534987,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535197,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535308,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0535698,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0536032,Integration Support,,,,,,,,,,,,,,
INC0536087,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536252,Collaboration Tools Support,,,,,,,,,,,,,,
INC0531088,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535134,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535280,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535342,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535797,Integration Support,,,,,,,,,,,,,,
INC0536271,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0536767,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536769,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536838,Lotus Notes Support,,,,,,,,,,,,,,
INC0520452,Collaboration Tools Support,,,,,,,,,,,,,,
INC0532722,Collaboration Tools Support,,,,,,,,,,,,,,
INC0533037,Collaboration Tools Support,,,,,,,,,,,,,,
INC0533711,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534410,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534985,Collaboration Tools Support,,,,,,,,,,,,,,
INC0538459,Collaboration Tools Support,,,,,,,,,,,,,,
INC0538497,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536822,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537265,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0537275,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537930,Collaboration Tools Support,,,,,,,,,,,,,,
INC0532343,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534062,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535242,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535282,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535422,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0535671,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0535699,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535789,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536846,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536909,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537381,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537639,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537698,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0538386,Collaboration Tools Support,,,,,,,,,,,,,,
INC0511187,Collaboration Tools Support,,,,,,,,,,,,,,
INC0525374,Collaboration Tools Support,,,,,,,,,,,,,,
INC0532383,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534067,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537358,SAP Vistex Support,,,,,,,,,,,,,,
INC0537795,Integration Support,,,,,,,,,,,,,,
INC0538269,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0538556,Collaboration Tools Support,,,,,,,,,,,,,,
INC0538561,SAP Vistex Support,,,,,,,,,,,,,,
INC0538609,Collaboration Tools Support,,,,,,,,,,,,,,
INC0538692,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0538724,Collaboration Tools Support,,,,,,,,,,,,,,
INC0538747,SAP Vistex Support,,,,,,,,,,,,,,
INC0538949,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0543131,Lotus Notes Support,,,,,,,,,,,,,,
INC0539312,Collaboration Tools Support,,,,,,,,,,,,,,
INC0523789,Collaboration Tools Support,,,,,,,,,,,,,,
INC0527651,Integration Support,,,,,,,,,,,,,,
INC0531306,Collaboration Tools Support,,,,,,,,,,,,,,
INC0532442,3rd Party Application Support,,,,,,,,,,,,,,
INC0538451,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539238,Lotus Notes Support,,,,,,,,,,,,,,
INC0539542,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0539563,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539619,Collaboration Tools Support,,,,,,,,,,,,,,
INC0515585,Collaboration Tools Support,,,,,,,,,,,,,,
INC0521875,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537959,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0539014,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539134,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539272,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0539382,SAP Vistex Support,,,,,,,,,,,,,,
INC0539668,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539829,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0539833,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0539859,Collaboration Tools Support,,,,,,,,,,,,,,
INC0620569,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539935,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0540293,Integration Support,,,,,,,,,,,,,,
INC0540469,Lotus Notes Support,,,,,,,,,,,,,,
INC0540742,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535697,Collaboration Tools Support,,,,,,,,,,,,,,
INC0538995,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0540956,SAP Vistex Support,,,,,,,,,,,,,,
INC0511496,Collaboration Tools Support,,,,,,,,,,,,,,
INC0524108,Collaboration Tools Support,,,,,,,,,,,,,,
INC0528569,3rd Party Application Support,,,,,,,,,,,,,,
INC0532762,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537468,Integration Support,,,,,,,,,,,,,,
INC0539384,Collaboration Tools Support,,,,,,,,,,,,,,
INC0540392,Collaboration Tools Support,,,,,,,,,,,,,,
INC0540664,Integration Support,,,,,,,,,,,,,,
INC0540890,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0541363,Collaboration Tools Support,,,,,,,,,,,,,,
INC0531184,Collaboration Tools Support,,,,,,,,,,,,,,
INC0531196,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534739,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0536461,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537587,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537972,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539011,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539866,Collaboration Tools Support,,,,,,,,,,,,,,
INC0540450,Collaboration Tools Support,,,,,,,,,,,,,,
INC0540709,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0541145,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0541352,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0541469,Collaboration Tools Support,,,,,,,,,,,,,,
INC0542242,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0542295,Collaboration Tools Support,,,,,,,,,,,,,,
INC0542747,Integration Support,,,,,,,,,,,,,,
INC0534582,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535975,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536319,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0536388,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536825,Lotus Notes Support,,,,,,,,,,,,,,
INC0539111,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539127,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539224,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545051,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0541806,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0542257,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0542425,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0542594,Filenet Support,,,,,,,,,,,,,,
INC0542895,Collaboration Tools Support,,,,,,,,,,,,,,
INC0542977,Lotus Notes Support,,,,,,,,,,,,,,
INC0535902,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536806,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539193,Collaboration Tools Support,,,,,,,,,,,,,,
INC0540015,Collaboration Tools Support,,,,,,,,,,,,,,
INC0542393,Collaboration Tools Support,,,,,,,,,,,,,,
INC0542819,SAP Vistex Support,,,,,,,,,,,,,,
INC0543238,Integration Support,,,,,,,,,,,,,,
INC0527320,Collaboration Tools Support,,,,,,,,,,,,,,
INC0530033,Collaboration Tools Support,,,,,,,,,,,,,,
INC0537903,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0541810,Collaboration Tools Support,,,,,,,,,,,,,,
INC0542388,Lotus Notes Support,,,,,,,,,,,,,,
INC0542929,Lotus Notes Support,,,,,,,,,,,,,,
INC0543014,Collaboration Tools Support,,,,,,,,,,,,,,
INC0543049,SAP Vistex Support,,,,,,,,,,,,,,
INC0543412,Collaboration Tools Support,,,,,,,,,,,,,,
INC0543459,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0543776,Lotus Notes Support,,,,,,,,,,,,,,
INC0543877,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544140,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0544287,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0544423,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544449,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544453,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0537469,Collaboration Tools Support,,,,,,,,,,,,,,
INC0538533,Collaboration Tools Support,,,,,,,,,,,,,,
INC0540725,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544834,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544873,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544994,Lotus Notes Support,,,,,,,,,,,,,,
INC0541708,Collaboration Tools Support,,,,,,,,,,,,,,
INC0542680,Collaboration Tools Support,,,,,,,,,,,,,,
INC0543749,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545136,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0545416,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545512,Collaboration Tools Support,,,,,,,,,,,,,,
INC0507799,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536950,Collaboration Tools Support,,,,,,,,,,,,,,
INC0540285,Collaboration Tools Support,,,,,,,,,,,,,,
INC0543732,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544292,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0544384,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544510,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544600,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0545325,Lotus Notes Support,,,,,,,,,,,,,,
INC0546582,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0546961,Collaboration Tools Support,,,,,,,,,,,,,,
INC0547230,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545418,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545462,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545545,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545592,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545774,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0545776,Collaboration Tools Support,,,,,,,,,,,,,,
INC0546074,Collaboration Tools Support,,,,,,,,,,,,,,
INC0521395,Integration Support,,,,,,,,,,,,,,
INC0545303,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0545880,Collaboration Tools Support,,,,,,,,,,,,,,
INC0546051,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0546097,Collaboration Tools Support,,,,,,,,,,,,,,
INC0546305,Collaboration Tools Support,,,,,,,,,,,,,,
INC0546478,Collaboration Tools Support,,,,,,,,,,,,,,
INC0523280,Collaboration Tools Support,,,,,,,,,,,,,,
INC0517389,Collaboration Tools Support,,,,,,,,,,,,,,
INC0530655,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536961,Collaboration Tools Support,,,,,,,,,,,,,,
INC0542614,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545481,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0546145,Collaboration Tools Support,,,,,,,,,,,,,,
INC0546800,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0546804,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0547080,Collaboration Tools Support,,,,,,,,,,,,,,
INC0547109,Collaboration Tools Support,,,,,,,,,,,,,,
INC0526168,Collaboration Tools Support,,,,,,,,,,,,,,
INC0536931,Collaboration Tools Support,,,,,,,,,,,,,,
INC0538317,Collaboration Tools Support,,,,,,,,,,,,,,
INC0539278,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544272,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545725,Collaboration Tools Support,,,,,,,,,,,,,,
INC0546498,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0547902,Collaboration Tools Support,,,,,,,,,,,,,,
INC0547925,Collaboration Tools Support,,,,,,,,,,,,,,
INC0548096,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0548111,Lotus Notes Support,,,,,,,,,,,,,,
INC0547258,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0547757,SAP Vistex Support,,,,,,,,,,,,,,
INC0526800,Collaboration Tools Support,,,,,,,,,,,,,,
INC0547359,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0547914,Collaboration Tools Support,,,,,,,,,,,,,,
INC0548676,Integration Support,,,,,,,,,,,,,,
INC0548915,Collaboration Tools Support,,,,,,,,,,,,,,
INC0548926,Collaboration Tools Support,,,,,,,,,,,,,,
INC0549012,Lotus Notes Support,,,,,,,,,,,,,,
INC0549024,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0543062,Collaboration Tools Support,,,,,,,,,,,,,,
INC0544911,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545237,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545212,Collaboration Tools Support,,,,,,,,,,,,,,
INC0546244,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0548614,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0507174,Collaboration Tools Support,,,,,,,,,,,,,,
INC0549436,Lotus Notes Support,,,,,,,,,,,,,,
INC0549464,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0544902,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0547034,Collaboration Tools Support,,,,,,,,,,,,,,
INC0547568,Collaboration Tools Support,,,,,,,,,,,,,,
INC0548689,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0549244,SAP Vistex Support,,,,,,,,,,,,,,
INC0549986,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0550020,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0550222,Integration Support,,,,,,,,,,,,,,
INC0550336,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550394,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550396,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0538544,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0545484,Lotus Notes Support,,,,,,,,,,,,,,
INC0548986,Integration Support,,,,,,,,,,,,,,
INC0549007,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0549996,Lotus Notes Support,,,,,,,,,,,,,,
INC0550244,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550769,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0550955,Collaboration Tools Support,,,,,,,,,,,,,,
INC0524479,Collaboration Tools Support,,,,,,,,,,,,,,
INC0534008,Collaboration Tools Support,,,,,,,,,,,,,,
INC0545041,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0545189,Collaboration Tools Support,,,,,,,,,,,,,,
INC0546710,Integration Support,,,,,,,,,,,,,,
INC0549808,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0550225,Collaboration Tools Support,,,,,,,,,,,,,,
INC0551003,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0551072,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0551538,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0534402,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550689,Lotus Notes Support,,,,,,,,,,,,,,
INC0550704,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550895,Lotus Notes Support,,,,,,,,,,,,,,
INC0550890,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0551666,Collaboration Tools Support,,,,,,,,,,,,,,
INC0552085,Collaboration Tools Support,,,,,,,,,,,,,,
INC0552446,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0539698,Collaboration Tools Support,,,,,,,,,,,,,,
INC0541700,Collaboration Tools Support,,,,,,,,,,,,,,
INC0549677,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550194,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550775,Collaboration Tools Support,,,,,,,,,,,,,,
INC0552297,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0552531,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0553054,SAP Vistex Support,,,,,,,,,,,,,,
INC0503776,Collaboration Tools Support,,,,,,,,,,,,,,
INC0540289,Integration Support,,,,,,,,,,,,,,
INC0550127,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550470,Collaboration Tools Support,,,,,,,,,,,,,,
INC0551476,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0552649,Collaboration Tools Support,,,,,,,,,,,,,,
INC0552657,Integration Support,,,,,,,,,,,,,,
INC0553032,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0553189,Collaboration Tools Support,,,,,,,,,,,,,,
INC0553260,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0553359,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0553402,SAP Vistex Support,,,,,,,,,,,,,,
INC0553449,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0553530,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0553746,Collaboration Tools Support,,,,,,,,,,,,,,
INC0549647,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550481,Collaboration Tools Support,,,,,,,,,,,,,,
INC0551091,Collaboration Tools Support,,,,,,,,,,,,,,
INC0551362,Collaboration Tools Support,,,,,,,,,,,,,,
INC0552118,3rd Party Application Support,,,,,,,,,,,,,,
INC0552307,3rd Party Application Support,,,,,,,,,,,,,,
INC0552346,Collaboration Tools Support,,,,,,,,,,,,,,
INC0552662,Collaboration Tools Support,,,,,,,,,,,,,,
INC0552711,Collaboration Tools Support,,,,,,,,,,,,,,
INC0553251,Collaboration Tools Support,,,,,,,,,,,,,,
INC0553347,Collaboration Tools Support,,,,,,,,,,,,,,
INC0553494,Collaboration Tools Support,,,,,,,,,,,,,,
INC0553550,Collaboration Tools Support,,,,,,,,,,,,,,
INC0553898,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0554092,Collaboration Tools Support,,,,,,,,,,,,,,
INC0554146,Collaboration Tools Support,,,,,,,,,,,,,,
INC0554273,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0554295,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0554340,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550440,Lotus Notes Support,,,,,,,,,,,,,,
INC0553972,SAP Vistex Support,,,,,,,,,,,,,,
INC0554171,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0554431,3rd Party Application Support,,,,,,,,,,,,,,
INC0531390,Collaboration Tools Support,,,,,,,,,,,,,,
INC0535309,Integration Support,,,,,,,,,,,,,,
INC0551114,Collaboration Tools Support,,,,,,,,,,,,,,
INC0554143,Collaboration Tools Support,,,,,,,,,,,,,,
INC0554345,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0554404,Collaboration Tools Support,,,,,,,,,,,,,,
INC0554577,SAP Vistex Support,,,,,,,,,,,,,,
INC0554822,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0554839,Collaboration Tools Support,,,,,,,,,,,,,,
INC0555037,Collaboration Tools Support,,,,,,,,,,,,,,
INC0556516,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0556567,Integration Support,,,,,,,,,,,,,,
INC0556621,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0556666,Collaboration Tools Support,,,,,,,,,,,,,,
INC0557039,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0536245,Collaboration Tools Support,,,,,,,,,,,,,,
INC0546605,Collaboration Tools Support,,,,,,,,,,,,,,
INC0550161,Collaboration Tools Support,,,,,,,,,,,,,,
INC0554448,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0556229,Collaboration Tools Support,,,,,,,,,,,,,,
INC0556381,3rd Party Application Support,,,,,,,,,,,,,,
INC0556402,Collaboration Tools Support,,,,,,,,,,,,,,
INC0557504,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0533908,Collaboration Tools Support,,,,,,,,,,,,,,
INC0541529,Collaboration Tools Support,,,,,,,,,,,,,,
INC0549509,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0551351,Collaboration Tools Support,,,,,,,,,,,,,,
INC0552578,Collaboration Tools Support,,,,,,,,,,,,,,
INC0553412,Collaboration Tools Support,,,,,,,,,,,,,,
INC0553596,Syclo WM Agentry Support,,,,,,,,,,,,,,
INC0554107,Collaboration Tools Support,,,,,,,,,,,,,,
INC0554408,Collaboration Tools Support,,,,,,,,,,,,,,
INC0556638,Collaboration Tools Support,,,,,,,,,,,,,,
INC0557476,Collaboration Tools Support,,,,,,,,,,,,,,
INC0558053,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0558112,Collaboration Tools Support,,,,,,,,,,,,,,
INC0558169,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0558482,Collaboration Tools Support,,,,,,,,,,,,,,
INC0558806,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0558835,BASIS/AS400 Application Support,,,,,,,,,,,,,,
INC0558884,Lotus Notes Support,,,,,,,,,,,,,,
INC0552998,Collaboration Tools Support,,,,,,,,,,,,,,
INC0554905,Collaboration Tools Support,,,,,,,,,,,,,,
INC0556933,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0558357,Collaboration Tools Support,,,,,,,,,,,,,,
INC0558836,Reporting - Non SAP Tools support,,,,,,,,,,,,,,
INC0558887,Collaboration Tools Support,,,,,,,,,,,,,,
INC0559003,Hire to Retire - Non SAP HR Application Support,,,,,,,,,,,,,,
INC0559176,Germany Margin Minder Support,,,,,,,,,,,,,,
INC0559204,Collaboration Tools Support,,,,,,,,,,,,,,
